 # Data type, Curve title
#TLHZ pingo--1
 # Current, Transmitter-size (X,Y)
#      1.00     50.00     50.00
 # Switching time
#    0.0000     100
 # Receiver Position (X,Y)
#      0.00      0.00
 # Calibration factor
#    1.00000000
 # Ramp-time
#    0.00000300
 # System response
#T             
 # Use apparent resistivities?
#F
 # Number of data points
#      22
 # Data: T, Vol, CVOL, ERRORS(%)
    1  0.125500E-04  0.361200E-03  0.361957E-03  0.711849E-01
    2  0.145600E-04  0.290520E-03  0.293131E-03  0.714994E-01
    3  0.214600E-04  0.166040E-03  0.166991E-03  0.725608E-01
    4  0.254900E-04  0.130120E-03  0.129830E-03  0.722103E-01
    5  0.295000E-04  0.105040E-03  0.104909E-03  0.731150E-01
    6  0.352800E-04  0.801200E-04  0.799067E-04  0.733899E-01
    7  0.433000E-04  0.588800E-04  0.585433E-04  0.737092E-01
    8  0.514000E-04  0.455200E-04  0.450175E-04  0.738840E-01
    9  0.594100E-04  0.365160E-04  0.366939E-04  0.740278E-01
   10  0.709500E-04  0.277600E-04  0.281160E-04  0.742363E-01
   11  0.870700E-04  0.204400E-04  0.206544E-04  0.753229E-01
   12  0.103160E-03  0.158520E-04  0.158343E-04  0.745900E-01
   13  0.119220E-03  0.127240E-04  0.128410E-04  0.756366E-01
   14  0.142330E-03  0.961200E-05  0.972253E-05  0.759467E-01
   15  0.174540E-03  0.691200E-05  0.690986E-05  0.774306E-01
   16  0.206710E-03  0.516400E-05  0.505681E-05  0.770565E-01
   17  0.238830E-03  0.396640E-05  0.390237E-05  0.790541E-01
   18  0.285040E-03  0.279120E-05  0.276370E-05  0.807395E-01
   19  0.350000E-03  0.181360E-05  0.178532E-05  0.833039E-01
   20  0.413830E-03  0.123080E-05  0.120043E-05  0.880078E-01
   21  0.478060E-03  0.863600E-06  0.865131E-06  0.913849E-01
   22  0.570470E-03  0.541200E-06  0.564425E-06  0.100665    
